coef_d	feat_d	coef_r	feat_r	section	model	acc_d	acc_r	acc_all	recall	f1	support
-1.73099	nh	1.73256	executive	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-1.72392	metro	1.7324	cuba	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-1.72129	middleclassfirst	1.73148	irs	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-1.71326	kathleen	1.70014	arkansas	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-1.70835	minnesota	1.699	taxpayer	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-1.70586	2016budget	1.68575	amnesty	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-1.69656	providence	1.68385	kentucky	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-1.69024	buffalo	1.66018	ar2	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-1.68351	civilityfridays	1.65225	ny11	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-1.67819	philadelphia	1.64715	la05	2015_1q	SGDClassifier	0.79	0.78	0.78	0.78	0.78	10310
-5.07278	nytownoftheday	4.68078	ia03	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-5.0503	mtpol	4.32642	hatch	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-4.86645	sanders	4.05503	puremichigan	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-4.49912	gopbudget	4.01229	hr1352	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-4.44028	murray	3.96975	co2	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-4.30474	senatebudget	3.96287	cincinnati	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-4.09431	rb	3.91891	la05	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-4.05618	md	3.7685	mtleg	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-4.04908	memphis	3.6608	ny11	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-3.97465	az07	3.66019	miami	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-3.89172	confirmlynch	3.63175	tx23	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-3.77367	dontshutdownoursecurity	3.59187	tcot	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-3.60622	cantwell	3.5863	americandreams	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-3.55621	nh	3.51553	balancedbudget	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-3.55081	immigrationaction	3.50977	ar2	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-3.50696	ri	3.50756	oh5	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-3.48832	56th	3.39563	sc	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-3.48556	murkowski	3.39308	529plans	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-3.46058	ma09	3.28059	prisoners	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-3.37479	getcovered	3.20779	inhofe	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-3.29818	wny	3.17632	amnesty	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-3.26879	netde	3.12054	suboversight	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-3.25057	freecommunitycollege	3.10878	margaret	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-3.24441	rush	3.03174	endtrafficking	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-3.19301	dapa	2.99181	uni	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-3.17972	acaisworking	2.98532	mentalhealth	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-3.16769	samdt838	2.95333	ia01	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-3.15405	coons	2.9502	leadsact	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-3.1229	ranking	2.93843	arkansas	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-3.10255	iowastrong	2.90252	sofla	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-3.02991	incident	2.83024	nd	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-3.01592	stabenow	2.76766	tb4t	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-3.00012	acaworks	2.72288	mathis	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-2.98006	nj	2.7222	ne03	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-2.96148	housedemsinphilly	2.72001	kentucky	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-2.91163	bronx	2.71869	sasc	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-2.90796	providence	2.70974	temp	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-2.90113	uninsured	2.7083	nochildleftbehind	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-2.86842	remarkably	2.69373	in08	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-2.85575	outreach	2.68979	maduro	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-2.7447	latism	2.65447	schoolchoice	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-2.71582	levin	2.65343	obamacare	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-2.69626	married	2.61607	collins	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-2.66184	export	2.5922	enterprise	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-2.59812	nokxl	2.58193	ellsworth	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-2.59105	kr	2.57909	porkchops	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-2.5764	mn	2.5787	illegally	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-2.57534	middleclassfirst	2.57128	atf	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-2.57466	investments	2.56076	spokane	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-2.55851	protectyoursavings	2.55365	nm	2015_1q	LinearSVC	0.78	0.78	0.78	0.78	0.78	10310
-6.77926	sanders	5.24453	hatch	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-5.51613	dontshutdownoursecurity	5.01787	ia03	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-5.42709	gopbudget	4.89893	miami	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-5.30867	mtpol	4.78946	obamacare	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-5.20431	murray	4.73241	tcot	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-4.66287	nytownoftheday	4.52528	mentalhealth	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-4.55713	memphis	4.28227	sc	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-4.39041	az07	4.07752	co2	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-4.28214	aca	3.96972	529plans	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-4.218	cantwell	3.80486	collins	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-4.07894	netde	3.74772	sasc	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-4.02645	ri	3.68661	endtrafficking	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-3.98971	nj	3.57667	tx23	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-3.95633	ranking	3.51419	ur	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-3.91887	immigrationaction	3.48944	alexander	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-3.86598	freecommunitycollege	3.33388	iowa	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-3.70042	women	3.30605	stmt	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-3.63929	getcovered	3.28926	arizona	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-3.63075	confirmlynch	3.22921	mcconnell	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-3.46119	md	3.21793	kentucky	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-3.44908	mn	3.1683	amnesty	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-3.43574	senatebudget	3.16096	mike	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-3.3331	latism	3.12983	atf	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-3.28483	clean	3.12927	regulations	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-3.25976	enr	3.1263	cuba	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-3.23004	tpp	3.06485	americandreams	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-3.21105	kathleen	3.03842	sd	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-3.13977	leadonleave	3.03489	nm	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-3.13888	murkowski	3.01524	uni	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-3.10998	rb	3.00649	inhofe	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-3.09826	wny	2.966	israel	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-3.07956	acaworks	2.96384	ny11	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-3.01324	providence	2.95854	county	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-2.97753	wv	2.94537	dije	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-2.96624	kr	2.94357	ar2	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-2.95633	lgbt	2.92845	arkansas	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-2.95287	gop	2.91779	west	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-2.92584	ny	2.89147	irs	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-2.90455	nh	2.88355	balancedbudget	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-2.90128	socialsecurity	2.87337	schoolchoice	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-2.89458	minnesota	2.85737	pa06	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-2.82322	progress	2.84767	ne03	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-2.79652	actonclimate	2.84719	sofla	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-2.79601	progressive	2.83522	administration	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-2.79573	rush	2.79102	ryan	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-2.7912	financial	2.79063	ia01	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-2.76203	studentsuccessact	2.77755	smith	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-2.75744	metro	2.72414	in08	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-2.74914	buffalo	2.7032	valley	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-2.74792	uninsured	2.69583	pa	2015_1q	SGDClassifier	0.75	0.76	0.75	0.75	0.75	10310
-3.84689	sanders	3.5598	obamacare	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-3.37078	mtpol	3.40426	hatch	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-3.19122	nytownoftheday	3.01296	ia03	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-3.14522	gopbudget	2.78467	mcconnell	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-3.1111	dontshutdownoursecurity	2.77419	tcot	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-2.8435	aca	2.69518	miami	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-2.80804	murray	2.62771	endtrafficking	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-2.73383	ri	2.51067	arizona	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-2.67672	az07	2.4791	sasc	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-2.66334	women	2.44753	mentalhealth	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-2.63426	memphis	2.37585	alexander	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-2.62851	cantwell	2.35106	iowa	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-2.62126	clean	2.31385	israel	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-2.46624	netde	2.2892	sc	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-2.45515	getcovered	2.26113	tx23	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-2.43811	ranking	2.25311	collins	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-2.36328	immigrationaction	2.25016	sd	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-2.26015	enr	2.23333	529plans	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-2.21744	senatebudget	2.19098	county	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-2.17668	gop	2.17413	co2	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-2.17135	confirmlynch	2.08341	mike	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-2.15014	murkowski	2.07748	ia01	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-2.12602	highered	2.07548	inhofe	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-2.11059	nj	2.05159	smith	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-2.07506	mn	2.01493	regulations	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-2.03662	studentsuccessact	1.9964	balancedbudget	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-2.02338	wny	1.99311	atf	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-2.01975	peoplesbudget	1.96	epa	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-2.0177	ny	1.95535	cuba	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-2.00879	coons	1.94442	west	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-2.00555	tpp	1.92395	sofla	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-1.97436	wv	1.9176	schoolchoice	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-1.96301	md	1.91045	government	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-1.95592	progress	1.89911	pa06	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-1.93533	actonclimate	1.87727	ur	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-1.92144	nh	1.85513	iran	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-1.88821	socialsecurity	1.8517	irs	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-1.85302	askdems	1.82932	amnesty	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-1.85046	acaisworking	1.82839	executive	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-1.84257	bhm2015	1.82355	stmt	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-1.8344	buffalo	1.79834	ar2	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-1.82811	minnesota	1.78994	americandreams	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-1.82269	netneutrality	1.78964	washington	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-1.82226	providence	1.77069	oh5	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-1.82072	freecommunitycollege	1.77065	ny11	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-1.80509	philadelphia	1.76624	rural	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-1.79386	sorry	1.76595	kentucky	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-1.79371	black	1.76026	ne03	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-1.78799	civilityfridays	1.75712	la05	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-1.78066	metro	1.75686	arkansas	2015_1q	SGDClassifier	0.78	0.77	0.77	0.77	0.77	10310
-15.09073	22	-5.00118	today	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	35	-5.43194	president	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	37	-5.50617	great	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	73	-5.60088	house	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	1000wins	-5.62022	obama	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	100m	-5.64631	senate	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	100mph	-5.69268	watch	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	102nd	-5.80222	thanks	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	1030am	-5.83024	congress	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	1045am	-5.93747	budget	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	10amest	-5.97425	live	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	10amet	-6.0025	new	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	10days	-6.00575	tune	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	10mil	-6.03953	hearing	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	10million	-6.04828	morning	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	111th	-6.06509	sotu	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	113	-6.06796	obamacare	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	113k	-6.07721	support	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	114	-6.08684	week	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	114ccongress	-6.11271	work	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	1150am	-6.12174	time	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	116th	-6.12179	act	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	11amet	-6.1409	keystonexl	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	11mil	-6.1468	office	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	11millionandcounting	-6.18383	discuss	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	1212	-6.18873	read	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	1245pm	-6.20792	jobs	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	125b	-6.21629	thank	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	125k	-6.21965	rt	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	126days	-6.23523	proud	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	128mm	-6.24985	american	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	1299	-6.26666	icymi	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	12hr	-6.27176	good	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	131	-6.27534	state	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	138	-6.28144	happy	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	140k	-6.29172	help	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	1415	-6.29457	meeting	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	141592653	-6.33025	join	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	143rd	-6.37636	floor	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	145pm	-6.38369	tonight	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	145th	-6.39443	day	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	1492	-6.4169	bipartisan	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	14b	-6.41808	people	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	150	-6.45459	veterans	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	150k	-6.46755	washington	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	15andaunion	-6.47263	passed	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	15b	-6.49113	mcconnell	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	15ls50	-6.49397	tax	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	15m	-6.49698	address	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-15.09073	15pm	-6.51371	need	2015_1q	MultinomialNB	0.79	0.78	0.79	0.79	0.79	10310
-14.03248	22	-2.15351	today	2015_1q	BernoulliNB	0.79	0.79	0.79	0.79	0.79	10310
-14.03248	35	-2.82878	president	2015_1q	BernoulliNB	0.79	0.79	0.79	0.79	0.79	10310
-14.03248	37	-2.84665	great	2015_1q	BernoulliNB	0.79	0.79	0.79	0.79	0.79	10310
-14.03248	73	-2.99596	house	2015_1q	BernoulliNB	0.79	0.79	0.79	0.79	0.79	10310
-14.03248	1000wins	-3.0073	obama	2015_1q	BernoulliNB	0.79	0.79	0.79	0.79	0.79	10310
-14.03248	100m	-3.08341	senate	2015_1q	BernoulliNB	0.79	0.79	0.79	0.79	0.79	10310
-14.03248	100mph	-3.19288	watch	2015_1q	BernoulliNB	0.79	0.79	0.79	0.79	0.79	10310
-14.03248	102nd	-3.25977	congress	2015_1q	BernoulliNB	0.79	0.79	0.79	0.79	0.79	10310
-14.03248	1030am	-3.41112	new	2015_1q	BernoulliNB	0.79	0.79	0.79	0.79	0.79	10310
-14.03248	1045am	-3.4637	thanks	2015_1q	BernoulliNB	0.79	0.79	0.79	0.79	0.79	10310
-14.03248	10amest	-3.48711	budget	2015_1q	BernoulliNB	0.79	0.79	0.79	0.79	0.79	10310
-14.03248	10amet	-3.49769	act	2015_1q	BernoulliNB	0.79	0.79	0.79	0.79	0.79	10310
-14.03248	10days	-3.50302	hearing	2015_1q	BernoulliNB	0.79	0.79	0.79	0.79	0.79	10310
-14.03248	10mil	-3.54954	work	2015_1q	BernoulliNB	0.79	0.79	0.79	0.79	0.79	10310
-14.03248	10million	-3.56649	support	2015_1q	BernoulliNB	0.79	0.79	0.79	0.79	0.79	10310
-14.03248	111th	-3.56934	time	2015_1q	BernoulliNB	0.79	0.79	0.79	0.79	0.79	10310
-14.03248	113	-3.58664	live	2015_1q	BernoulliNB	0.79	0.79	0.79	0.79	0.79	10310
-14.03248	113k	-3.63732	sotu	2015_1q	BernoulliNB	0.79	0.79	0.79	0.79	0.79	10310
-14.03248	114	-3.63732	morning	2015_1q	BernoulliNB	0.79	0.79	0.79	0.79	0.79	10310
-14.03248	114ccongress	-3.64962	week	2015_1q	BernoulliNB	0.79	0.79	0.79	0.79	0.79	10310
-14.03248	1150am	-3.65583	office	2015_1q	BernoulliNB	0.79	0.79	0.79	0.79	0.79	10310
-14.03248	116th	-3.68107	obamacare	2015_1q	BernoulliNB	0.79	0.79	0.79	0.79	0.79	10310
-14.03248	11amet	-3.69393	jobs	2015_1q	BernoulliNB	0.79	0.79	0.79	0.79	0.79	10310
-14.03248	11mil	-3.70043	tune	2015_1q	BernoulliNB	0.79	0.79	0.79	0.79	0.79	10310
-14.03248	11millionandcounting	-3.70369	proud	2015_1q	BernoulliNB	0.79	0.79	0.79	0.79	0.79	10310
-14.03248	1212	-3.72349	american	2015_1q	BernoulliNB	0.79	0.79	0.79	0.79	0.79	10310
-14.03248	1245pm	-3.74369	discuss	2015_1q	BernoulliNB	0.79	0.79	0.79	0.79	0.79	10310
-14.03248	125b	-3.7471	help	2015_1q	BernoulliNB	0.79	0.79	0.79	0.79	0.79	10310
-14.03248	125k	-3.75739	keystonexl	2015_1q	BernoulliNB	0.79	0.79	0.79	0.79	0.79	10310
-14.03248	126days	-3.78182	state	2015_1q	BernoulliNB	0.79	0.79	0.79	0.79	0.79	10310
-14.03248	128mm	-3.78536	read	2015_1q	BernoulliNB	0.79	0.79	0.79	0.79	0.79	10310
-14.03248	1299	-3.78892	rt	2015_1q	BernoulliNB	0.79	0.79	0.79	0.79	0.79	10310
-14.03248	12hr	-3.82885	good	2015_1q	BernoulliNB	0.79	0.79	0.79	0.79	0.79	10310
-14.03248	131	-3.86275	join	2015_1q	BernoulliNB	0.79	0.79	0.79	0.79	0.79	10310
-14.03248	138	-3.87819	meeting	2015_1q	BernoulliNB	0.79	0.79	0.79	0.79	0.79	10310
-14.03248	140k	-3.91788	day	2015_1q	BernoulliNB	0.79	0.79	0.79	0.79	0.79	10310
-14.03248	1415	-3.9342	people	2015_1q	BernoulliNB	0.79	0.79	0.79	0.79	0.79	10310
-14.03248	141592653	-3.97623	floor	2015_1q	BernoulliNB	0.79	0.79	0.79	0.79	0.79	10310
-14.03248	143rd	-3.99354	bipartisan	2015_1q	BernoulliNB	0.79	0.79	0.79	0.79	0.79	10310
